,CurrencyKey,DateKey,AverageRate,EndOfDayRate,Date
54,3,20110221,1.00040016006403,1.000100010001,2011-02-21
55,3,20110222,1.00040016006403,1.00120144173008,2011-02-22
56,3,20110223,1.00040016006403,1.0,2011-02-23
57,3,20110224,1.000100010001,1.000100010001,2011-02-24
58,3,20110225,1.000100010001,0.999700089973008,2011-02-25
59,3,20110226,1.000100010001,1.001001001001,2011-02-26
60,3,20110227,1.000200040008,0.999700089973008,2011-02-27
61,3,20110228,1.00080064051241,1.00110121133247,2011-02-28
62,3,20110301,1.00080064051241,1.00040016006403,2011-03-01
63,3,20110302,1.00080064051241,1.001001001001,2011-03-02
64,3,20110303,1.000100010001,0.999600159936026,2011-03-03
65,3,20110304,1.000100010001,1.001001001001,2011-03-04
66,3,20110305,1.000200040008,0.999900009999,2011-03-05
67,3,20110306,1.000200040008,1.00040016006403,2011-03-06
68,3,20110307,1.00050025012506,0.999900009999,2011-03-07
69,3,20110308,1.00050025012506,1.001001001001,2011-03-08
70,3,20110309,1.00050025012506,1.0,2011-03-09
71,3,20110310,1.000100010001,1.00040016006403,2011-03-10
72,3,20110311,1.000200040008,0.999900009999,2011-03-11
73,3,20110312,1.000200040008,1.00110121133247,2011-03-12
74,3,20110313,1.000200040008,0.999900009999,2011-03-13
75,3,20110314,1.0,1.00090081072966,2011-03-14
76,3,20110315,1.0,0.999800039992002,2011-03-15
77,3,20110316,1.0,1.00030009002701,2011-03-16
78,3,20110317,1.000200040008,0.999600159936026,2011-03-17
79,3,20110318,1.000200040008,1.00080064051241,2011-03-18
80,3,20110319,1.000200040008,1.000100010001,2011-03-19
81,3,20110320,1.000200040008,1.00110121133247,2011-03-20
82,3,20110321,1.00070049034324,1.000200040008,2011-03-21
83,3,20110322,1.00070049034324,1.00080064051241,2011-03-22
84,3,20110323,1.00070049034324,0.999600159936026,2011-03-23
85,3,20110324,1.000200040008,1.00110121133247,2011-03-24
86,3,20110325,1.000200040008,1.000200040008,2011-03-25
87,3,20110326,1.000200040008,1.00080064051241,2011-03-26
88,3,20110327,1.000200040008,0.999500249875062,2011-03-27
89,3,20110328,1.00623867981485,1.00644122383253,2011-03-28
90,3,20110329,1.00623867981485,1.00603621730382,2011-03-29
91,3,20110330,1.00623867981485,1.00633994163228,2011-03-30
92,3,20110331,1.000200040008,0.999600159936026,2011-03-31
93,3,20110401,1.000200040008,1.00080064051241,2011-04-01
94,3,20110402,1.000200040008,0.999600159936026,2011-04-02
95,3,20110403,1.000200040008,1.00120144173008,2011-04-03
96,3,20110404,1.00080064051241,0.999700089973008,2011-04-04
97,3,20110405,1.00080064051241,1.00110121133247,2011-04-05
98,3,20110406,1.00080064051241,0.999900009999,2011-04-06
99,3,20110407,1.000200040008,1.000200040008,2011-04-07
100,3,20110408,1.000100010001,0.999800039992002,2011-04-08
101,3,20110409,1.000200040008,1.00110121133247,2011-04-09
102,3,20110410,1.000200040008,0.999800039992002,2011-04-10
103,3,20110411,1.00050025012506,1.00130169219986,2011-04-11
104,3,20110412,1.00050025012506,0.999600159936026,2011-04-12
105,3,20110413,1.00050025012506,1.00110121133247,2011-04-13
106,3,20110414,1.000100010001,0.999400359784129,2011-04-14
107,3,20110415,1.000100010001,1.00040016006403,2011-04-15
108,3,20110416,1.000200040008,0.999600159936026,2011-04-16
109,3,20110417,1.000200040008,1.00110121133247,2011-04-17
110,3,20110418,1.00050025012506,1.00030009002701,2011-04-18
111,3,20110419,1.00050025012506,1.00090081072966,2011-04-19
112,3,20110420,1.00050025012506,1.0,2011-04-20
113,3,20110421,1.000100010001,1.00040016006403,2011-04-21
114,3,20110422,1.000100010001,0.999800039992002,2011-04-22
115,3,20110423,1.000100010001,1.000100010001,2011-04-23
116,3,20110424,1.000100010001,0.999600159936026,2011-04-24
117,3,20110425,1.00050025012506,1.00130169219986,2011-04-25
118,3,20110426,1.00050025012506,0.999700089973008,2011-04-26
119,3,20110427,1.00050025012506,1.00140196274785,2011-04-27
120,3,20110428,1.000200040008,0.999500249875062,2011-04-28
121,3,20110429,1.000200040008,1.00110121133247,2011-04-29
122,3,20110430,1.000200040008,0.999600159936026,2011-04-30
123,3,20110501,1.000200040008,1.00030009002701,2011-05-01
124,3,20110502,1.00050025012506,0.999700089973008,2011-05-02
125,3,20110503,1.00050025012506,1.00110121133247,2011-05-03
126,3,20110504,1.00050025012506,1.000100010001,2011-05-04
127,3,20110505,1.000200040008,1.00110121133247,2011-05-05
128,3,20110506,1.000200040008,0.999900009999,2011-05-06
129,3,20110507,1.000100010001,1.00030009002701,2011-05-07
130,3,20110508,1.000200040008,0.999900009999,2011-05-08
131,3,20110509,1.00050025012506,1.00120144173008,2011-05-09
132,3,20110510,1.00050025012506,0.999800039992002,2011-05-10
133,3,20110511,1.00050025012506,1.00070049034324,2011-05-11
134,3,20110512,1.000100010001,1.000100010001,2011-05-12
135,3,20110513,1.000100010001,1.00090081072966,2011-05-13
136,3,20110514,1.000100010001,0.999600159936026,2011-05-14
137,3,20110515,1.000100010001,1.00030009002701,2011-05-15
138,3,20110516,1.00050025012506,0.999600159936026,2011-05-16
139,3,20110517,1.00050025012506,1.00090081072966,2011-05-17
140,3,20110518,1.00050025012506,0.999600159936026,2011-05-18
141,3,20110519,1.000200040008,1.00070049034324,2011-05-19
142,3,20110520,1.000200040008,1.000100010001,2011-05-20
143,3,20110521,1.000200040008,1.000200040008,2011-05-21
144,3,20110522,1.000200040008,0.999600159936026,2011-05-22
145,3,20110523,1.00050025012506,1.00070049034324,2011-05-23
146,3,20110524,1.00050025012506,0.999600159936026,2011-05-24
147,3,20110525,1.00050025012506,1.00050025012506,2011-05-25
148,3,20110526,1.000200040008,0.999500249875062,2011-05-26
149,3,20110527,1.000200040008,1.00070049034324,2011-05-27
150,3,20110528,1.000200040008,0.999800039992002,2011-05-28
151,3,20110529,1.000200040008,1.00050025012506,2011-05-29
152,3,20110530,1.00050025012506,1.00040016006403,2011-05-30
153,3,20110531,1.00050025012506,1.001001001001,2011-05-31
154,3,20110601,1.00050025012506,1.00040016006403,2011-06-01
155,3,20110602,1.000100010001,1.00050025012506,2011-06-02
156,3,20110603,1.000100010001,0.999900009999,2011-06-03
157,3,20110604,1.001001001001,1.001001001001,2011-06-04
158,3,20110605,1.001001001001,1.00050025012506,2011-06-05
159,3,20110606,1.001001001001,1.00150225338007,2011-06-06
160,3,20110607,1.00040016006403,0.999700089973008,2011-06-07
161,3,20110608,1.00030009002701,1.00080064051241,2011-06-08
162,3,20110609,1.000200040008,0.999400359784129,2011-06-09
163,3,20110610,1.000200040008,1.001001001001,2011-06-10
164,3,20110611,1.000200040008,0.999900009999,2011-06-11
165,3,20110612,1.000200040008,1.001001001001,2011-06-12
166,3,20110613,1.00080064051241,1.000200040008,2011-06-13
167,3,20110614,1.00080064051241,1.00110121133247,2011-06-14
168,3,20110615,1.00080064051241,0.999900009999,2011-06-15
169,3,20110616,1.00080064051241,1.00130169219986,2011-06-16
170,3,20110617,1.000200040008,0.999600159936026,2011-06-17
171,3,20110618,1.000200040008,1.000200040008,2011-06-18
172,3,20110619,1.000200040008,0.999600159936026,2011-06-19
173,3,20110620,1.00070049034324,1.00140196274785,2011-06-20
174,3,20110621,1.00070049034324,0.999900009999,2011-06-21
175,3,20110622,1.00070049034324,1.00170289492137,2011-06-22
176,3,20110623,1.000200040008,0.999600159936026,2011-06-23
177,3,20110624,1.000200040008,1.00090081072966,2011-06-24
178,3,20110625,1.000200040008,0.999600159936026,2011-06-25
179,3,20110626,1.000200040008,1.000200040008,2011-06-26
180,3,20110627,1.00070049034324,0.999800039992002,2011-06-27
181,3,20110628,1.00070049034324,1.00090081072966,2011-06-28
182,3,20110629,1.00070049034324,0.999800039992002,2011-06-29
183,3,20110630,1.000200040008,1.00030009002701,2011-06-30
184,3,20110701,1.000200040008,0.999700089973008,2011-07-01
185,3,20110702,1.000200040008,1.001001001001,2011-07-02
186,3,20110703,1.000200040008,0.999800039992002,2011-07-03
187,3,20110704,1.00050025012506,1.00140196274785,2011-07-04
188,3,20110705,1.00050025012506,1.000200040008,2011-07-05
189,3,20110706,1.00050025012506,1.00150225338007,2011-07-06
190,3,20110707,1.000200040008,0.999600159936026,2011-07-07
191,3,20110708,1.000200040008,1.00090081072966,2011-07-08
192,3,20110709,1.000200040008,0.999400359784129,2011-07-09
193,3,20110710,1.000200040008,1.00110121133247,2011-07-10
194,3,20110711,1.00080064051241,0.999800039992002,2011-07-11
195,3,20110712,1.00080064051241,1.001001001001,2011-07-12
196,3,20110713,1.00080064051241,1.00070049034324,2011-07-13
197,3,20110714,1.000100010001,1.00030009002701,2011-07-14
198,3,20110715,1.000100010001,0.99930048965724,2011-07-15
199,3,20110716,1.000100010001,1.00030009002701,2011-07-16
200,3,20110717,1.000200040008,0.999700089973008,2011-07-17
201,3,20110718,1.00050025012506,1.00110121133247,2011-07-18
202,3,20110719,1.00050025012506,0.999800039992002,2011-07-19
203,3,20110720,1.00050025012506,1.00080064051241,2011-07-20
204,3,20110721,1.000200040008,0.999400359784129,2011-07-21
205,3,20110722,1.000200040008,1.00110121133247,2011-07-22
206,3,20110723,1.000200040008,1.000200040008,2011-07-23
207,3,20110724,1.000200040008,1.00120144173008,2011-07-24
208,3,20110725,1.000200040008,1.0,2011-07-25
209,3,20110726,1.000200040008,1.000200040008,2011-07-26
210,3,20110727,1.000200040008,0.999400359784129,2011-07-27
211,3,20110728,1.000200040008,1.00090081072966,2011-07-28
212,3,20110729,1.000200040008,0.999600159936026,2011-07-29
213,3,20110730,1.000200040008,1.00070049034324,2011-07-30
214,3,20110731,1.000200040008,0.999600159936026,2011-07-31
215,3,20110801,1.00090081072966,1.00130169219986,2011-08-01
216,3,20110802,1.00090081072966,1.000200040008,2011-08-02
217,3,20110803,1.00090081072966,1.00110121133247,2011-08-03
218,3,20110804,1.00090081072966,1.00030009002701,2011-08-04
219,3,20110805,1.000200040008,1.00050025012506,2011-08-05
220,3,20110806,1.000200040008,0.999400359784129,2011-08-06
221,3,20110807,1.000200040008,1.00030009002701,2011-08-07
222,3,20110808,1.00050025012506,1.000200040008,2011-08-08
223,3,20110809,1.00050025012506,1.00120144173008,2011-08-09
224,3,20110810,1.00050025012506,0.999600159936026,2011-08-10
225,3,20110811,1.000200040008,1.00070049034324,2011-08-11
226,3,20110812,1.000200040008,0.999600159936026,2011-08-12
227,3,20110813,1.000200040008,1.00070049034324,2011-08-13
228,3,20110814,1.000200040008,0.999900009999,2011-08-14
229,3,20110815,1.00050025012506,1.00080064051241,2011-08-15
230,3,20110816,1.00050025012506,0.999900009999,2011-08-16
231,3,20110817,1.00040016006403,1.00090081072966,2011-08-17
232,3,20110818,1.00040016006403,0.999700089973008,2011-08-18
233,3,20110819,1.000200040008,1.000200040008,2011-08-19
234,3,20110820,1.000200040008,0.999400359784129,2011-08-20
235,3,20110821,1.000200040008,1.001001001001,2011-08-21
236,3,20110822,1.00050025012506,1.00040016006403,2011-08-22
237,3,20110823,1.00050025012506,1.00050025012506,2011-08-23
238,3,20110824,1.00050025012506,1.000200040008,2011-08-24
239,3,20110825,1.000200040008,1.001001001001,2011-08-25
240,3,20110826,1.000200040008,0.999600159936026,2011-08-26
241,3,20110827,1.000200040008,1.00110121133247,2011-08-27
242,3,20110828,1.000200040008,1.000100010001,2011-08-28
243,3,20110829,1.00070049034324,1.00130169219986,2011-08-29
244,3,20110830,1.00070049034324,1.00040016006403,2011-08-30
245,3,20110831,1.00070049034324,1.00120144173008,2011-08-31
246,3,20110901,1.000200040008,1.0,2011-09-01
247,3,20110902,1.000200040008,1.00120144173008,2011-09-02
248,3,20110903,1.000200040008,1.0,2011-09-03
249,3,20110904,1.000200040008,1.00070049034324,2011-09-04
250,3,20110905,1.00070049034324,0.999800039992002,2011-09-05
251,3,20110906,1.00070049034324,1.00150225338007,2011-09-06
252,3,20110907,1.00070049034324,0.999900009999,2011-09-07
253,3,20110908,1.000200040008,1.00110121133247,2011-09-08
254,3,20110909,1.000200040008,0.999700089973008,2011-09-09
255,3,20110910,1.000200040008,1.00030009002701,2011-09-10
256,3,20110911,1.000200040008,0.999500249875062,2011-09-11
257,3,20110912,1.00050025012506,1.00090081072966,2011-09-12
258,3,20110913,1.00050025012506,1.0,2011-09-13
259,3,20110914,1.00050025012506,1.001001001001,2011-09-14
260,3,20110915,1.000200040008,0.999600159936026,2011-09-15
261,3,20110916,1.000200040008,1.001001001001,2011-09-16
262,3,20110917,1.000200040008,0.999500249875062,2011-09-17
263,3,20110918,1.000200040008,1.00080064051241,2011-09-18
264,3,20110919,1.00050025012506,0.999700089973008,2011-09-19
265,3,20110920,1.00050025012506,1.00050025012506,2011-09-20
266,3,20110921,1.00050025012506,0.999900009999,2011-09-21
267,3,20110922,1.000200040008,1.001001001001,2011-09-22
268,3,20110923,1.000100010001,0.999800039992002,2011-09-23
269,3,20110924,1.000200040008,1.00110121133247,2011-09-24
270,3,20110925,1.000200040008,0.999900009999,2011-09-25
271,3,20110926,1.00050025012506,1.001001001001,2011-09-26
272,3,20110927,1.00050025012506,0.999700089973008,2011-09-27
273,3,20110928,1.00050025012506,1.00110121133247,2011-09-28
274,3,20110929,1.000200040008,0.999600159936026,2011-09-29
275,3,20110930,1.000200040008,1.00030009002701,2011-09-30
276,3,20111001,1.000200040008,0.999400359784129,2011-10-01
277,3,20111002,1.000200040008,1.000200040008,2011-10-02
278,3,20111003,1.00080064051241,1.0,2011-10-03
279,3,20111004,1.00080064051241,1.00090081072966,2011-10-04
280,3,20111005,1.00080064051241,1.0,2011-10-05
281,3,20111006,1.00080064051241,1.00130169219986,2011-10-06
282,3,20111007,1.000200040008,1.000200040008,2011-10-07
283,3,20111008,1.000200040008,1.00080064051241,2011-10-08
284,3,20111009,1.000200040008,0.999900009999,2011-10-09
285,3,20111010,1.00070049034324,1.001001001001,2011-10-10
286,3,20111011,1.00070049034324,1.00030009002701,2011-10-11
287,3,20111012,1.00070049034324,1.00090081072966,2011-10-12
288,3,20111013,1.000200040008,1.0,2011-10-13
289,3,20111014,1.000200040008,1.00070049034324,2011-10-14
290,3,20111015,1.000200040008,0.999900009999,2011-10-15
291,3,20111016,1.000200040008,1.00050025012506,2011-10-16
292,3,20111017,1.00090081072966,1.00090081072966,2011-10-17
293,3,20111018,1.00090081072966,1.00120144173008,2011-10-18
294,3,20111019,1.00090081072966,1.00070049034324,2011-10-19
295,3,20111020,1.000200040008,1.000200040008,2011-10-20
296,3,20111021,1.000200040008,0.999600159936026,2011-10-21
297,3,20111022,1.000200040008,1.00080064051241,2011-10-22
298,3,20111023,1.000200040008,0.999800039992002,2011-10-23
299,3,20111024,1.00070049034324,1.00080064051241,2011-10-24
300,3,20111025,1.00070049034324,1.00040016006403,2011-10-25
301,3,20111026,1.00070049034324,1.00070049034324,2011-10-26
302,3,20111027,1.000200040008,0.999600159936026,2011-10-27
303,3,20111028,1.000200040008,1.00030009002701,2011-10-28
304,3,20111029,1.000200040008,0.99930048965724,2011-10-29
305,3,20111030,1.000200040008,1.001001001001,2011-10-30
306,3,20111031,1.00070049034324,1.00070049034324,2011-10-31
307,3,20111101,1.00070049034324,1.00080064051241,2011-11-01
308,3,20111102,1.00070049034324,1.00040016006403,2011-11-02
309,3,20111103,1.000200040008,1.00080064051241,2011-11-03
310,3,20111104,1.000200040008,0.999800039992002,2011-11-04
311,3,20111105,1.000200040008,1.00030009002701,2011-11-05
312,3,20111106,1.000200040008,0.999800039992002,2011-11-06
313,3,20111107,1.00070049034324,1.00080064051241,2011-11-07
314,3,20111108,1.00070049034324,1.000100010001,2011-11-08
315,3,20111109,1.00070049034324,1.00140196274785,2011-11-09
316,3,20111110,1.000200040008,1.000100010001,2011-11-10
317,3,20111111,1.000200040008,1.00050025012506,2011-11-11
318,3,20111112,1.000200040008,1.0,2011-11-12
319,3,20111113,1.0,1.00070049034324,2011-11-13
320,3,20111114,1.0,0.999900009999,2011-11-14
321,3,20111115,1.0,1.000100010001,2011-11-15
322,3,20111116,1.0,0.999600159936026,2011-11-16
323,3,20111117,1.000200040008,1.000200040008,2011-11-17
324,3,20111118,1.000200040008,0.999500249875062,2011-11-18
325,3,20111119,1.000200040008,1.00080064051241,2011-11-19
326,3,20111120,1.000200040008,0.999600159936026,2011-11-20
327,3,20111121,1.00090081072966,1.00120144173008,2011-11-21
328,3,20111122,1.00090081072966,1.00050025012506,2011-11-22
329,3,20111123,1.00090081072966,1.00130169219986,2011-11-23
330,3,20111124,1.000200040008,0.999900009999,2011-11-24
331,3,20111125,1.000200040008,1.001001001001,2011-11-25
332,3,20111126,1.000200040008,0.999600159936026,2011-11-26
333,3,20111127,1.000200040008,1.00120144173008,2011-11-27
334,3,20111128,1.00090081072966,0.999900009999,2011-11-28
335,3,20111129,1.00090081072966,1.00170289492137,2011-11-29
336,3,20111130,1.00090081072966,1.00030009002701,2011-11-30
337,3,20111201,1.00090081072966,1.00150225338007,2011-12-01
338,3,20111202,1.000200040008,0.999400359784129,2011-12-02
339,3,20111203,1.000200040008,1.00030009002701,2011-12-03
340,3,20111204,1.000200040008,0.99930048965724,2011-12-04
341,3,20111205,1.00070049034324,1.001001001001,2011-12-05
342,3,20111206,1.00070049034324,1.00040016006403,2011-12-06
343,3,20111207,1.00070049034324,1.00130169219986,2011-12-07
344,3,20111208,1.000200040008,0.999900009999,2011-12-08
345,3,20111209,1.000200040008,1.001001001001,2011-12-09
346,3,20111210,1.000200040008,0.999500249875062,2011-12-10
347,3,20111211,1.000200040008,1.00030009002701,2011-12-11
348,3,20111212,1.00070049034324,1.00070049034324,2011-12-12
349,3,20111213,1.00070049034324,1.00140196274785,2011-12-13
350,3,20111214,1.00070049034324,1.00050025012506,2011-12-14
351,3,20111215,1.000200040008,1.001001001001,2011-12-15
352,3,20111216,1.000200040008,0.99930048965724,2011-12-16
353,3,20111217,1.000200040008,1.000200040008,2011-12-17
354,3,20111218,1.000200040008,0.999500249875062,2011-12-18
355,3,20111219,1.001001001001,1.00170289492137,2011-12-19
356,3,20111220,1.001001001001,1.00050025012506,2011-12-20
357,3,20111221,1.001001001001,1.00130169219986,2011-12-21
358,3,20111222,1.001001001001,1.000100010001,2011-12-22
359,3,20111223,1.00030009002701,1.00050025012506,2011-12-23
360,3,20111224,1.00030009002701,0.999900009999,2011-12-24
361,3,20111225,1.00040016006403,1.00120144173008,2011-12-25
362,3,20111226,1.00080064051241,1.0,2011-12-26
363,3,20111227,1.00080064051241,1.00150225338007,2011-12-27
364,3,20111228,1.00080064051241,1.00050025012506,2011-12-28
365,3,20111229,1.000200040008,1.00050025012506,2011-12-29
366,3,20111230,1.000200040008,1.000200040008,2011-12-30
367,3,20111231,1.000200040008,1.00090081072966,2011-12-31
368,3,20120101,1.000200040008,1.000100010001,2012-01-01
369,3,20120102,1.00050025012506,1.001001001001,2012-01-02
370,3,20120103,1.00050025012506,0.999800039992002,2012-01-03
371,3,20120104,1.00050025012506,1.00140196274785,2012-01-04
372,3,20120105,1.000200040008,0.999800039992002,2012-01-05
373,3,20120106,1.000200040008,1.00080064051241,2012-01-06
374,3,20120107,1.00040016006403,0.999600159936026,2012-01-07
375,3,20120108,1.00090081072966,1.00170289492137,2012-01-08
376,3,20120109,1.00090081072966,1.00050025012506,2012-01-09
377,3,20120110,1.00090081072966,1.00180324584252,2012-01-10
378,3,20120111,1.00090081072966,1.00070049034324,2012-01-11
379,3,20120112,1.000200040008,1.00080064051241,2012-01-12
380,3,20120113,1.000200040008,1.0,2012-01-13
381,3,20120114,1.000200040008,1.001001001001,2012-01-14
382,3,20120115,1.000200040008,1.0,2012-01-15
383,3,20120116,1.00070049034324,1.00080064051241,2012-01-16
384,3,20120117,1.00070049034324,0.999700089973008,2012-01-17
385,3,20120118,1.00070049034324,1.00120144173008,2012-01-18
386,3,20120119,1.000200040008,0.999700089973008,2012-01-19
387,3,20120120,1.000200040008,1.00040016006403,2012-01-20
388,3,20120121,1.00030009002701,1.000100010001,2012-01-21
389,3,20120122,1.00030009002701,1.00130169219986,2012-01-22
390,3,20120123,1.00030009002701,1.00030009002701,2012-01-23
391,3,20120124,1.00030009002701,1.00120144173008,2012-01-24
392,3,20120125,1.00030009002701,0.999600159936026,2012-01-25
393,3,20120126,1.00030009002701,1.001001001001,2012-01-26
394,3,20120127,1.00030009002701,0.999500249875062,2012-01-27
395,3,20120128,1.00030009002701,1.00130169219986,2012-01-28
396,3,20120129,1.00040016006403,0.999600159936026,2012-01-29
397,3,20120130,1.00110121133247,1.00200400801603,2012-01-30
398,3,20120131,1.00110121133247,1.00080064051241,2012-01-31
399,3,20120201,1.00110121133247,1.00130169219986,2012-02-01
400,3,20120202,1.00040016006403,1.00030009002701,2012-02-02
401,3,20120203,1.00030009002701,1.00130169219986,2012-02-03
402,3,20120204,1.00030009002701,1.00030009002701,2012-02-04
403,3,20120205,1.00030009002701,1.00090081072966,2012-02-05
404,3,20120206,1.00110121133247,1.001001001001,2012-02-06
405,3,20120207,1.00110121133247,1.00150225338007,2012-02-07
406,3,20120208,1.00110121133247,1.00040016006403,2012-02-08
407,3,20120209,1.00110121133247,1.00190361687206,2012-02-09
408,3,20120210,1.00030009002701,1.000200040008,2012-02-10
409,3,20120211,1.00030009002701,1.00090081072966,2012-02-11
410,3,20120212,1.00170289492137,1.00150225338007,2012-02-12
411,3,20120213,1.00170289492137,1.00270730973629,2012-02-13
412,3,20120214,1.00170289492137,1.001001001001,2012-02-14
413,3,20120215,1.00170289492137,1.00180324584252,2012-02-15
414,3,20120216,1.00170289492137,1.00070049034324,2012-02-16
415,3,20120217,1.00030009002701,1.00090081072966,2012-02-17
416,3,20120218,1.00030009002701,1.000200040008,2012-02-18
417,3,20120219,1.000200040008,1.001001001001,2012-02-19
418,3,20120220,1.00080064051241,0.999900009999,2012-02-20
419,3,20120221,1.00080064051241,1.001001001001,2012-02-21
420,3,20120222,1.00080064051241,1.00070049034324,2012-02-22
421,3,20120223,1.000200040008,1.00050025012506,2012-02-23
422,3,20120224,1.000200040008,0.999600159936026,2012-02-24
423,3,20120225,1.000200040008,1.00070049034324,2012-02-25
424,3,20120226,1.000200040008,1.0,2012-02-26
425,3,20120227,1.00090081072966,1.00120144173008,2012-02-27
426,3,20120228,1.00090081072966,1.00050025012506,2012-02-28
427,3,20120229,1.00090081072966,1.00130169219986,2012-02-29
428,3,20120301,1.000200040008,0.99930048965724,2012-03-01
429,3,20120302,1.000200040008,1.00040016006403,2012-03-02
430,3,20120303,1.000200040008,0.999900009999,2012-03-03
431,3,20120304,1.000200040008,1.00040016006403,2012-03-04
432,3,20120305,1.00050025012506,1.000200040008,2012-03-05
433,3,20120306,1.00050025012506,1.00110121133247,2012-03-06
434,3,20120307,1.00050025012506,1.000100010001,2012-03-07
435,3,20120308,1.000200040008,1.000200040008,2012-03-08
436,3,20120309,1.000200040008,0.999600159936026,2012-03-09
437,3,20120310,1.000200040008,1.001001001001,2012-03-10
438,3,20120311,1.000200040008,0.999800039992002,2012-03-11
439,3,20120312,1.00050025012506,1.00090081072966,2012-03-12
440,3,20120313,1.00050025012506,1.000100010001,2012-03-13
441,3,20120314,1.00050025012506,1.00120144173008,2012-03-14
442,3,20120315,1.000200040008,0.999400359784129,2012-03-15
443,3,20120316,1.000100010001,1.00040016006403,2012-03-16
444,3,20120317,1.000100010001,0.999600159936026,2012-03-17
445,3,20120318,1.000100010001,1.000200040008,2012-03-18
446,3,20120319,1.00050025012506,0.999600159936026,2012-03-19
447,3,20120320,1.00050025012506,1.00130169219986,2012-03-20
448,3,20120321,1.00050025012506,1.000200040008,2012-03-21
449,3,20120322,1.000100010001,1.00090081072966,2012-03-22
450,3,20120323,1.000100010001,0.999600159936026,2012-03-23
451,3,20120324,1.000100010001,1.00080064051241,2012-03-24
452,3,20120325,1.000100010001,0.99930048965724,2012-03-25
453,3,20120326,1.00040016006403,1.00080064051241,2012-03-26
454,3,20120327,1.00040016006403,0.999600159936026,2012-03-27
455,3,20120328,1.00040016006403,1.001001001001,2012-03-28
456,3,20120329,1.000100010001,0.999600159936026,2012-03-29
457,3,20120330,1.000100010001,1.001001001001,2012-03-30
458,3,20120331,1.000100010001,0.999700089973008,2012-03-31
459,3,20120401,1.000100010001,1.00070049034324,2012-04-01
460,3,20120402,1.00050025012506,0.999800039992002,2012-04-02
461,3,20120403,1.00050025012506,1.00150225338007,2012-04-03
462,3,20120404,1.00050025012506,1.00030009002701,2012-04-04
463,3,20120405,1.000100010001,1.00080064051241,2012-04-05
464,3,20120406,1.000100010001,0.999600159936026,2012-04-06
465,3,20120407,1.000100010001,1.00080064051241,2012-04-07
466,3,20120408,1.000100010001,0.999900009999,2012-04-08
